院校名称,院校代码,所在地区,院校主管部门,院校层次,院校满意度
山东城市建设职业学院,14080,山东,山东省教育厅,高职(专科),4.0
烟台汽车工程职业学院,14081,山东,山东省教育厅,高职(专科),3.7
山东司法警官职业学院,14082,山东,山东省教育厅,高职(专科),3.9
山东政法学院,14100,山东,山东省教育厅,本科,4.3
菏泽家政职业学院,14118,山东,山东省教育厅,高职(专科),3.3
山东传媒职业学院,14193,山东,山东省教育厅,高职(专科),4.1
临沂职业学院,14195,山东,山东省教育厅,高职(专科),3.9
枣庄职业学院,14196,山东,山东省教育厅,高职(专科),3.8
山东理工职业学院,14242,山东,山东省教育厅,高职(专科),4.2
山东文化产业职业学院,14261,山东,山东省教育厅,高职(专科),3.5
齐鲁师范学院,14276,山东,山东省教育厅,本科,4.4
山东青年政治学院,14277,山东,山东省教育厅,本科,4.4
青岛远洋船员职业学院,14320,山东,山东省教育厅,高职(专科),4.1
青岛电影学院,14327,山东,山东省教育厅,本科,3.7
济南幼儿师范高等专科学校,14332,山东,山东省教育厅,高职(专科),4.3
济南护理职业学院,14343,山东,山东省教育厅,高职(专科),4.0
泰山护理职业学院,14345,山东,山东省教育厅,高职(专科),4.2
山东海事职业学院,14346,山东,山东省教育厅,高职(专科),3.0
潍坊护理职业学院,14347,山东,山东省教育厅,高职(专科),3.6
潍坊工程职业学院,14379,山东,山东省教育厅,高职(专科),4.2
山东管理学院,14438,山东,山东省教育厅,本科,4.3
山东农业工程学院,14439,山东,山东省教育厅,本科,4.4
菏泽职业学院,14477,山东,山东省教育厅,高职(专科),3.6
山东艺术设计职业学院,14506,山东,山东省教育厅,高职(专科),N/A
威海海洋职业学院,14507,山东,山东省教育厅,高职(专科),4.5
山东特殊教育职业学院,14545,山东,山东省教育厅,高职(专科),N/A
烟台黄金职业学院,14570,山东,山东省教育厅,高职(专科),3.6
日照航海工程职业学院,14605,山东,山东省教育厅,高职(专科),4.8
青岛工程职业学院,14666,山东,山东省教育厅,高职(专科),N/A
青岛幼儿师范高等专科学校,14688,山东,山东省教育厅,高职(专科),N/A
烟台幼儿师范高等专科学校,14689,山东,山东省教育厅,高职(专科),N/A
烟台文化旅游职业学院,14707,山东,山东省教育厅,高职(专科),N/A
临沂科技职业学院,14708,山东,山东省教育厅,高职(专科),N/A
青岛航空科技职业学院,14709,山东,山东省教育厅,高职(专科),N/A
潍坊环境工程职业学院,14710,山东,山东省教育厅,高职(专科),N/A
滨州科技职业学院,14749,山东,山东省教育厅,高职(专科),N/A
山东城市服务职业学院,14809,山东,山东省教育厅,高职(专科),N/A
潍坊食品科技职业学院,14810,山东,山东省教育厅,高职(专科),N/A
烟台城市科技职业学院,14811,山东,山东省教育厅,高职(专科),N/A
德州工程职业学院,14857,山东,山东省教育厅,高职(专科),N/A
日照康养职业学院,14858,山东,山东省教育厅,高职(专科),N/A
烟台卫生健康职业学院,14859,山东,山东省教育厅,高职(专科),N/A
山东文化艺术职业学院,14860,山东,山东省教育厅,高职(专科),N/A
康复大学,14878,山东,山东省教育厅,本科,N/A
北京交通大学(威海校区),19004,山东,教育部,本科,N/A
哈尔滨工业大学(威海),19213,山东,工业和信息化部,本科,4.6
山东大学威海分校,19422,山东,教育部,本科,4.5
海军潜艇学院,91018,山东,中央军委训练管理部,本科,N/A
海军航空大学,91019,山东,中央军委训练管理部,本科,N/A
华北水利水电大学,10078,河南,河南省教育厅,本科,4.2
郑州大学,10459,河南,河南省教育厅,本科,4.4
河南理工大学,10460,河南,河南省教育厅,本科,4.4
郑州轻工业大学,10462,河南,河南省教育厅,本科,4.1
河南工业大学,10463,河南,河南省教育厅,本科,4.4
河南科技大学,10464,河南,河南省教育厅,本科,4.3
中原工学院,10465,河南,河南省教育厅,本科,4.3
河南农业大学,10466,河南,河南省教育厅,本科,4.5
河南科技学院,10467,河南,河南省教育厅,本科,4.3
河南牧业经济学院,10469,河南,河南省教育厅,本科,4.3
河南中医药大学,10471,河南,河南省教育厅,本科,3.7
新乡医学院,10472,河南,河南省教育厅,本科,4.2
河南大学,10475,河南,河南省教育厅,本科,4.4
河南师范大学,10476,河南,河南省教育厅,本科,4.3
信阳师范大学,10477,河南,河南省教育厅,本科,4.3
周口师范学院,10478,河南,河南省教育厅,本科,4.4
安阳师范学院,10479,河南,河南省教育厅,本科,4.2
许昌学院,10480,河南,河南省教育厅,本科,4.4
南阳师范学院,10481,河南,河南省教育厅,本科,4.3
洛阳师范学院,10482,河南,河南省教育厅,本科,4.3
商丘师范学院,10483,河南,河南省教育厅,本科,4.3
河南财经政法大学,10484,河南,河南省教育厅,本科,4.4
郑州航空工业管理学院,10485,河南,河南省教育厅,本科,4.2
河南职业技术学院,10824,河南,河南省教育厅,高职(专科),4.0
漯河职业技术学院,10835,河南,河南省教育厅,高职(专科),3.9
三门峡职业技术学院,10842,河南,河南省教育厅,高职(专科),4.1
郑州铁路职业技术学院,10843,河南,河南省教育厅,高职(专科),4.0
黄淮学院,10918,河南,河南省教育厅,本科,4.3
平顶山学院,10919,河南,河南省教育厅,本科,4.2
郑州工程技术学院,11068,河南,河南省教育厅,本科,4.0
开封大学,11069,河南,河南省教育厅,高职(专科),4.2
洛阳理工学院,11070,河南,河南省教育厅,本科,4.3
新乡学院,11071,河南,河南省教育厅,本科,4.2
信阳农林学院,11326,河南,河南省教育厅,本科,4.3
河南工学院,11329,河南,河南省教育厅,本科,4.2
安阳工学院,11330,河南,河南省教育厅,本科,4.1
河南工程学院,11517,河南,河南省教育厅,本科,4.0
焦作大学,11522,河南,河南省教育厅,高职(专科),4.2
河南财政金融学院,11652,河南,河南省教育厅,本科,4.2
南阳理工学院,11653,河南,河南省教育厅,本科,4.2
河南城建学院,11765,河南,河南省教育厅,本科,4.3
濮阳职业技术学院,11787,河南,河南省教育厅,高职(专科),4.2
河南警察学院,11788,河南,河南省教育厅,本科,4.2
郑州电力高等专科学校,11828,河南,河南省教育厅,高职(专科),4.4
黄河科技学院,11834,河南,河南省教育厅,本科,3.7
焦作师范高等专科学校,11967,河南,河南省教育厅,高职(专科),4.3
郑州师范学院,11969,河南,河南省教育厅,本科,4.3
黄河水利职业技术学院,12058,河南,河南省教育厅,高职(专科),4.5
许昌职业技术学院,12067,河南,河南省教育厅,高职(专科),4.1
河南工业和信息化职业学院,12581,河南,河南省教育厅,高职(专科),3.6
河南水利与环境职业学院,12582,河南,河南省教育厅,高职(专科),3.4
郑州警察学院,12735,河南,公安部,本科,4.4
商丘职业技术学院,12745,河南,河南省教育厅,高职(专科),4.2
郑州科技学院,12746,河南,河南省教育厅,本科,3.7
郑州工业应用技术学院,12747,河南,河南省教育厅,本科,3.8
平顶山工业职业技术学院,12748,河南,河南省教育厅,高职(专科),4.0
周口职业技术学院,12750,河南,河南省教育厅,高职(专科),3.5
济源职业技术学院,12768,河南,河南省教育厅,高职(专科),4.2
河南司法警官职业学院,12781,河南,河南省教育厅,高职(专科),3.2
鹤壁职业技术学院,12793,河南,河南省教育厅,高职(专科),4.1
河南工业职业技术学院,12794,河南,河南省教育厅,高职(专科),4.3
郑州澍青医学高等专科学校,12948,河南,河南省教育厅,高职(专科),4.0
郑州财经学院,13497,河南,河南省教育厅,本科,3.9
黄河交通学院,13498,河南,河南省教育厅,本科,N/A
河南检察职业学院,13499,河南,河南省教育厅,高职(专科),4.4
商丘工学院,13500,河南,河南省教育厅,本科,3.6
河南开封科技传媒学院,13501,河南,河南省教育厅,本科,4.1
中原科技学院,13502,河南,河南省教育厅,本科,3.9
信阳学院,13503,河南,河南省教育厅,本科,4.1
安阳学院,13504,河南,河南省教育厅,本科,3.7
新乡医学院三全学院,13505,河南,河南省教育厅,本科,3.8
新乡工程学院,13506,河南,河南省教育厅,本科,3.8
郑州工商学院,13507,河南,河南省教育厅,本科,3.8
郑州经贸学院,13508,河南,河南省教育厅,本科,3.7
河南质量工程职业学院,13564,河南,河南省教育厅,高职(专科),3.6
郑州信息科技职业学院,13565,河南,河南省教育厅,高职(专科),3.9
漯河医学高等专科学校,13780,河南,河南省教育厅,高职(专科),4.1
南阳医学高等专科学校,13781,河南,河南省教育厅,高职(专科),4.0
商丘医学高等专科学校,13782,河南,河南省教育厅,高职(专科),4.0
郑州电子信息职业技术学院,13783,河南,河南省教育厅,高职(专科),2.5
信阳职业技术学院,13784,河南,河南省教育厅,高职(专科),3.8
嵩山少林武术职业学院,13785,河南,河南省教育厅,高职(专科),3.5
郑州工业安全职业学院,13786,河南,河南省教育厅,高职(专科),3.5
永城职业学院,13787,河南,河南省教育厅,高职(专科),4.0
河南经贸职业学院,13788,河南,河南省教育厅,高职(专科),4.0
河南交通职业技术学院,13789,河南,河南省教育厅,高职(专科),4.2
河南农业职业学院,13790,河南,河南省教育厅,高职(专科),4.1
郑州旅游职业学院,13791,河南,河南省教育厅,高职(专科),3.9
郑州职业技术学院,13792,河南,河南省教育厅,高职(专科),3.9
河南信息统计职业学院,13885,河南,河南省教育厅,高职(专科),3.6
河南林业职业学院,13889,河南,河南省教育厅,高职(专科),3.5
河南工业贸易职业学院,13936,河南,河南省教育厅,高职(专科),3.7
商丘学院,14003,河南,河南省教育厅,本科,3.7
郑州商学院,14040,河南,河南省教育厅,本科,4.1
郑州电力职业技术学院,14062,河南,河南省教育厅,高职(专科),2.9
河南科技职业大学,14169,河南,河南省教育厅,本科,2.9
河南建筑职业技术学院,14181,河南,河南省教育厅,高职(专科),4.0
漯河食品工程职业大学,14233,河南,河南省教育厅,本科,2.7
郑州城市职业学院,14235,河南,河南省教育厅,高职(专科),4.0
安阳职业技术学院,14243,河南,河南省教育厅,高职(专科),3.3
新乡职业技术学院,14245,河南,河南省教育厅,高职(专科),3.7
驻马店职业技术学院,14251,河南,河南省教育厅,高职(专科),3.9
焦作工贸职业学院,14300,河南,河南省教育厅,高职(专科),3.5
许昌陶瓷职业学院,14301,河南,河南省教育厅,高职(专科),3.0
郑州理工职业学院,14302,河南,河南省教育厅,高职(专科),3.1
郑州信息工程职业学院,14303,河南,河南省教育厅,高职(专科),2.4
长垣烹饪职业技术学院,14305,河南,河南省教育厅,高职(专科),3.8
开封文化艺术职业学院,14306,河南,河南省教育厅,高职(专科),3.5
河南应用技术职业学院,14307,河南,河南省教育厅,高职(专科),4.0
河南艺术职业学院,14308,河南,河南省教育厅,高职(专科),4.1
郑州升达经贸管理学院,14333,河南,河南省教育厅,本科,4.2
河南机电职业学院,14348,河南,河南省教育厅,高职(专科),3.5
河南护理职业学院,14349,河南,河南省教育厅,高职(专科),3.9
许昌电气职业学院,14350,河南,河南省教育厅,高职(专科),3.2
信阳涉外职业技术学院,14351,河南,河南省教育厅,高职(专科),3.4
鹤壁汽车工程职业学院,14352,河南,河南省教育厅,高职(专科),3.4
南阳职业学院,14353,河南,河南省教育厅,高职(专科),3.1
郑州商贸旅游职业学院,14380,河南,河南省教育厅,高职(专科),N/A
河南推拿职业学院,14382,河南,河南省教育厅,高职(专科),4.1
洛阳职业技术学院,14383,河南,河南省教育厅,高职(专科),4.1
郑州幼儿师范高等专科学校,14391,河南,河南省教育厅,高职(专科),4.2
安阳幼儿师范高等专科学校,14392,河南,河南省教育厅,高职(专科),4.1
郑州黄河护理职业学院,14405,河南,河南省教育厅,高职(专科),3.2
河南医学高等专科学校,14466,河南,河南省教育厅,高职(专科),4.4
郑州财税金融职业学院,14478,河南,河南省教育厅,高职(专科),4.1
南阳农业职业学院,14479,河南,河南省教育厅,高职(专科),3.5
洛阳科技职业学院,14480,河南,河南省教育厅,高职(专科),N/A
鹤壁能源化工职业学院,14529,河南,河南省教育厅,高职(专科),N/A
平顶山文化艺术职业学院,14530,河南,河南省教育厅,高职(专科),N/A
濮阳医学高等专科学校,14597,河南,河南省教育厅,高职(专科),4.3
驻马店幼儿师范高等专科学校,14598,河南,河南省教育厅,高职(专科),3.2
三门峡社会管理职业学院,14606,河南,河南省教育厅,高职(专科),N/A
河南轻工职业学院,14607,河南,河南省教育厅,高职(专科),3.5
河南测绘职业学院,14608,河南,河南省教育厅,高职(专科),3.1
信阳航空职业学院,14634,河南,河南省教育厅,高职(专科),N/A
郑州卫生健康职业学院,14635,河南,河南省教育厅,高职(专科),4.3
河南物流职业学院,14636,河南,河南省教育厅,高职(专科),3.1
河南地矿职业学院,14637,河南,河南省教育厅,高职(专科),4.2
郑州西亚斯学院,14654,河南,河南省教育厅,本科,N/A
郑州亚欧交通职业学院,14685,河南,河南省教育厅,高职(专科),N/A
河南女子职业学院,14711,河南,河南省教育厅,高职(专科),N/A
河南对外经济贸易职业学院,14712,河南,河南省教育厅,高职(专科),N/A
濮阳石油化工职业技术学院,14713,河南,河南省教育厅,高职(专科),N/A
南阳科技职业学院,14714,河南,河南省教育厅,高职(专科),N/A
兰考三农职业学院,14715,河南,河南省教育厅,高职(专科),N/A
汝州职业技术学院,14716,河南,河南省教育厅,高职(专科),N/A
林州建筑职业技术学院,14717,河南,河南省教育厅,高职(专科),N/A
郑州电子商务职业学院,14718,河南,河南省教育厅,高职(专科),N/A
郑州轨道工程职业学院,14719,河南,河南省教育厅,高职(专科),N/A
郑州体育职业学院,14720,河南,河南省教育厅,高职(专科),N/A
洛阳文化旅游职业学院,14750,河南,河南省教育厅,高职(专科),N/A
周口文理职业学院,14751,河南,河南省教育厅,高职(专科),N/A
信阳艺术职业学院,14752,河南,河南省教育厅,高职(专科),N/A
郑州城建职业学院,14753,河南,河南省教育厅,高职(专科),N/A
郑州医药健康职业学院,14754,河南,河南省教育厅,高职(专科),N/A
南阳工艺美术职业学院,14789,河南,河南省教育厅,高职(专科),N/A
濮阳科技职业学院,14790,河南,河南省教育厅,高职(专科),N/A
商丘幼儿师范高等专科学校,14791,河南,河南省教育厅,高职(专科),N/A
周口理工职业学院,14792,河南,河南省教育厅,高职(专科),N/A
焦作新材料职业学院,14793,河南,河南省教育厅,高职(专科),N/A
开封职业学院,14794,河南,河南省教育厅,高职(专科),N/A
洛阳商业职业学院,14795,河南,河南省教育厅,高职(专科),N/A
郑州软件职业技术学院,14796,河南,河南省教育厅,高职(专科),N/A
郑州智能科技职业学院,14797,河南,河南省教育厅,高职(专科),N/A
郑州食品工程职业学院,14812,河南,河南省教育厅,高职(专科),N/A
郑州汽车工程职业学院,14813,河南,河南省教育厅,高职(专科),N/A
郑州美术学院,14831,河南,河南省教育厅,本科,N/A
驻马店农业工程职业学院,14861,河南,河南省教育厅,高职(专科),N/A
信阳工程职业学院,14863,河南,河南省教育厅,高职(专科),N/A
周口城市职业学院,14864,河南,河南省教育厅,高职(专科),N/A
平顶山职业技术学院,50709,河南,河南省教育厅,高职(专科),3.5
战略支援部队信息工程大学,91037,河南,中央军委训练管理部,本科,N/A
武汉大学,10486,湖北,教育部,本科,4.6
华中科技大学,10487,湖北,教育部,本科,4.6
武汉科技大学,10488,湖北,湖北省教育厅,本科,4.2
长江大学,10489,湖北,湖北省教育厅,本科,4.2
武汉工程大学,10490,湖北,湖北省教育厅,本科,4.0
中国地质大学(武汉),10491,湖北,教育部,本科,4.5
武汉纺织大学,10495,湖北,湖北省教育厅,本科,4.0
武汉轻工大学,10496,湖北,湖北省教育厅,本科,4.3
武汉理工大学,10497,湖北,教育部,本科,4.2
湖北工业大学,10500,湖北,湖北省教育厅,本科,4.3
华中农业大学,10504,湖北,教育部,本科,4.3
湖北中医药大学,10507,湖北,湖北省教育厅,本科,3.4
华中师范大学,10511,湖北,教育部,本科,4.3
湖北大学,10512,湖北,湖北省教育厅,本科,4.1
湖北师范大学,10513,湖北,湖北省教育厅,本科,4.2
黄冈师范学院,10514,湖北,湖北省教育厅,本科,4.2
湖北民族大学,10517,湖北,湖北省教育厅,本科,4.0
汉江师范学院,10518,湖北,湖北省教育厅,本科,4.0
湖北文理学院,10519,湖北,湖北省教育厅,本科,4.2
中南财经政法大学,10520,湖北,教育部,本科,4.5
武汉体育学院,10522,湖北,湖北省教育厅,本科,4.4
湖北美术学院,10523,湖北,湖北省教育厅,本科,4.2
中南民族大学,10524,湖北,国家民族事务委员会,本科,4.4
湖北汽车工业学院,10525,湖北,湖北省教育厅,本科,4.0
湖北工程学院,10528,湖北,湖北省教育厅,本科,4.2
武汉职业技术学院,10834,湖北,湖北省教育厅,高职(专科),4.2
湖北理工学院,10920,湖北,湖北省教育厅,本科,4.1
湖北科技学院,10927,湖北,湖北省教育厅,本科,3.8
湖北医药学院,10929,湖北,湖北省教育厅,本科,4.2
黄冈职业技术学院,10955,湖北,湖北省教育厅,高职(专科),4.0
长江职业学院,10956,湖北,湖北省教育厅,高职(专科),3.7
江汉大学,11072,湖北,湖北省教育厅,本科,4.2
荆州理工职业学院,11074,湖北,湖北省教育厅,高职(专科),3.5
三峡大学,11075,湖北,湖北省教育厅,本科,4.4
湖北警官学院,11332,湖北,湖北省教育厅,本科,4.1
湖北工业职业技术学院,11334,湖北,湖北省教育厅,高职(专科),4.0
鄂州职业大学,11335,湖北,湖北省教育厅,高职(专科),3.8
荆楚理工学院,11336,湖北,湖北省教育厅,本科,3.8
武汉音乐学院,11524,湖北,湖北省教育厅,本科,4.3
湖北经济学院,11600,湖北,湖北省教育厅,本科,4.3
武汉商学院,11654,湖北,湖北省教育厅,本科,4.1
武汉城市职业学院,11796,湖北,湖北省教育厅,高职(专科),4.3
武汉东湖学院,11798,湖北,湖北省教育厅,本科,3.7
汉口学院,11800,湖北,湖北省教育厅,本科,3.5
湖北中医药高等专科学校,11965,湖北,湖北省教育厅,高职(专科),4.0
湖北职业技术学院,12051,湖北,湖北省教育厅,高职(专科),3.7
武汉船舶职业技术学院,12052,湖北,湖北省教育厅,高职(专科),3.8
武昌首义学院,12309,湖北,湖北省教育厅,本科,4.1
武昌理工学院,12310,湖北,湖北省教育厅,本科,3.9
恩施职业技术学院,12347,湖北,湖北省教育厅,高职(专科),3.8
襄阳职业技术学院,12354,湖北,湖北省教育厅,高职(专科),4.0
武汉生物工程学院,12362,湖北,湖北省教育厅,本科,4.0
武汉工贸职业学院,12369,湖北,湖北省教育厅,高职(专科),N/A
荆州职业技术学院,12737,湖北,湖北省教育厅,高职(专科),3.7
武汉工程职业技术学院,12738,湖北,湖北省教育厅,高职(专科),3.4
仙桃职业学院,12740,湖北,湖北省教育厅,高职(专科),3.8
湖北轻工职业技术学院,12744,湖北,湖北省教育厅,高职(专科),3.5
湖北交通职业技术学院,12752,湖北,湖北省教育厅,高职(专科),3.4
武汉航海职业技术学院,12952,湖北,湖北省教育厅,高职(专科),N/A
武汉铁路职业技术学院,12977,湖北,湖北省教育厅,高职(专科),4.0
武汉软件工程职业学院,12978,湖北,湖北省教育厅,高职(专科),4.2
湖北三峡职业技术学院,12979,湖北,湖北省教育厅,高职(专科),4.0
随州职业技术学院,12980,湖北,湖北省教育厅,高职(专科),3.8
武汉电力职业技术学院,12981,湖北,湖北省教育厅,高职(专科),3.6
湖北水利水电职业技术学院,12982,湖北,湖北省教育厅,高职(专科),3.9
湖北城市建设职业技术学院,12983,湖北,湖北省教育厅,高职(专科),4.0
武汉警官职业学院,12984,湖北,湖北省教育厅,高职(专科),3.2
湖北生物科技职业学院,12985,湖北,湖北省教育厅,高职(专科),3.5
湖北开放职业学院,12986,湖北,湖北省教育厅,高职(专科),N/A
武汉科技职业学院,12987,湖北,湖北省教育厅,高职(专科),N/A
武汉外语外事职业学院,12988,湖北,湖北省教育厅,高职(专科),3.4
武汉信息传播职业技术学院,12989,湖北,湖北省教育厅,高职(专科),3.3
武昌职业学院,12990,湖北,湖北省教育厅,高职(专科),3.4
武汉商贸职业学院,12991,湖北,湖北省教育厅,高职(专科),3.4
武汉晴川学院,13188,湖北,湖北省教育厅,本科,2.9
湖北大学知行学院,13234,湖北,湖北省教育厅,本科,3.6
武汉城市学院,13235,湖北,湖北省教育厅,本科,3.8
三峡大学科技学院,13236,湖北,湖北省教育厅,本科,4.0
武汉文理学院,13237,湖北,湖北省教育厅,本科,3.0
湖北工业大学工程技术学院,13238,湖北,湖北省教育厅,本科,3.9
武汉工程大学邮电与信息工程学院,13239,湖北,湖北省教育厅,本科,3.5
武汉纺织大学外经贸学院,13240,湖北,湖北省教育厅,本科,3.5
武昌工学院,13241,湖北,湖北省教育厅,本科,3.6
武汉工商学院,13242,湖北,湖北省教育厅,本科,4.0
荆州学院,13245,湖北,湖北省教育厅,本科,3.3
长江大学文理学院,13246,湖北,湖北省教育厅,本科,3.3
湖北商贸学院,13247,湖北,湖北省教育厅,本科,3.8
湖北汽车工业学院科技学院,13248,湖北,湖北省教育厅,本科,2.9
湖北医药学院药护学院,13249,湖北,湖北省教育厅,本科,4.0
湖北恩施学院,13250,湖北,湖北省教育厅,本科,3.8
湖北经济学院法商学院,13251,湖北,湖北省教育厅,本科,4.3
武汉体育学院体育科技学院,13253,湖北,湖北省教育厅,本科,3.9
湖北师范大学文理学院,13256,湖北,湖北省教育厅,本科,3.6
湖北文理学院理工学院,13257,湖北,湖北省教育厅,本科,3.2
湖北工程学院新技术学院,13258,湖北,湖北省教育厅,本科,3.9
文华学院,13262,湖北,湖北省教育厅,本科,4.0
湖北艺术职业学院,13263,湖北,湖北省教育厅,高职(专科),3.5
武汉交通职业学院,13264,湖北,湖北省教育厅,高职(专科),4.0
咸宁职业技术学院,13265,湖北,湖北省教育厅,高职(专科),4.1
长江工程职业技术学院,13266,湖北,湖北省教育厅,高职(专科),3.9
武汉学院,13634,湖北,湖北省教育厅,本科,3.8
武汉工程科技学院,13664,湖北,湖北省教育厅,本科,3.5
武汉华夏理工学院,13666,湖北,湖北省教育厅,本科,3.9
武汉传媒学院,13686,湖北,湖北省教育厅,本科,3.7
江汉艺术职业学院,13793,湖北,湖北省教育厅,高职(专科),3.8
武汉民政职业学院,13796,湖北,湖北省教育厅,高职(专科),3.2
湖北黄冈应急管理职业技术学院,13797,湖北,湖北省教育厅,高职(专科),3.9
湖北财税职业学院,13798,湖北,湖北省教育厅,高职(专科),3.9
黄冈科技职业学院,13799,湖北,湖北省教育厅,高职(专科),3.0
湖北国土资源职业学院,13800,湖北,湖北省教育厅,高职(专科),3.6
湖北生态工程职业技术学院,13801,湖北,湖北省教育厅,高职(专科),3.8
武汉设计工程学院,14035,湖北,湖北省教育厅,本科,3.9
三峡电力职业学院,14061,湖北,湖北省教育厅,高职(专科),3.6
湖北第二师范学院,14099,湖北,湖北省教育厅,本科,3.8
湖北科技职业学院,14119,湖北,湖北省教育厅,高职(专科),3.8
湖北工程职业学院,14197,湖北,湖北省教育厅,高职(专科),4.7
三峡旅游职业技术学院,14258,湖北,湖北省教育厅,高职(专科),3.5
天门职业学院,14355,湖北,湖北省教育厅,高职(专科),N/A
湖北体育职业学院,14356,湖北,湖北省教育厅,高职(专科),N/A
襄阳汽车职业技术学院,14357,湖北,湖北省教育厅,高职(专科),2.9
湖北幼儿师范高等专科学校,14467,湖北,湖北省教育厅,高职(专科),3.3
湖北铁道运输职业学院,14553,湖北,湖北省教育厅,高职(专科),N/A
武汉海事职业学院,14554,湖北,湖北省教育厅,高职(专科),N/A
长江艺术工程职业学院,14555,湖北,湖北省教育厅,高职(专科),N/A
荆门职业学院,14571,湖北,湖北省教育厅,高职(专科),3.3
武汉铁路桥梁职业学院,14590,湖北,湖北省教育厅,高职(专科),N/A
武汉光谷职业学院,14591,湖北,湖北省教育厅,高职(专科),2.7
湖北健康职业学院,14721,湖北,湖北省教育厅,高职(专科),N/A
湖北孝感美珈职业学院,14755,湖北,湖北省教育厅,高职(专科),N/A
襄阳科技职业学院,14832,湖北,湖北省教育厅,高职(专科),N/A
宜昌科技职业学院,14833,湖北,湖北省教育厅,高职(专科),N/A
荆门通用航空职业技术学院,14866,湖北,湖北省教育厅,高职(专科),N/A
海军工程大学,91016,湖北,中央军委训练管理部,本科,N/A
空军预警学院,91026,湖北,中央军委训练管理部,本科,N/A
湘潭大学,10530,湖南,湖南省教育厅,本科,4.4
吉首大学,10531,湖南,湖南省教育厅,本科,4.2
湖南大学,10532,湖南,教育部,本科,4.4
中南大学,10533,湖南,教育部,本科,4.6
湖南科技大学,10534,湖南,湖南省教育厅,本科,4.2
长沙理工大学,10536,湖南,湖南省教育厅,本科,4.2
湖南农业大学,10537,湖南,湖南省教育厅,本科,4.2
中南林业科技大学,10538,湖南,湖南省教育厅,本科,4.1
湖南中医药大学,10541,湖南,湖南省教育厅,本科,3.6
湖南师范大学,10542,湖南,湖南省教育厅,本科,4.0
湖南理工学院,10543,湖南,湖南省教育厅,本科,4.3
湘南学院,10545,湖南,湖南省教育厅,本科,3.9
衡阳师范学院,10546,湖南,湖南省教育厅,本科,3.8
邵阳学院,10547,湖南,湖南省教育厅,本科,4.0
怀化学院,10548,湖南,湖南省教育厅,本科,3.9
湖南文理学院,10549,湖南,湖南省教育厅,本科,4.1
湖南科技学院,10551,湖南,湖南省教育厅,本科,4.2
湖南人文科技学院,10553,湖南,湖南省教育厅,本科,4.0
湖南工商大学,10554,湖南,湖南省教育厅,本科,4.2
南华大学,10555,湖南,湖南省教育厅,本科,4.0
长沙医学院,10823,湖南,湖南省教育厅,本科,3.5
长沙民政职业技术学院,10827,湖南,湖南省教育厅,高职(专科),4.3
湖南工业职业技术学院,10830,湖南,湖南省教育厅,高职(专科),4.2
株洲师范高等专科学校,10836,湖南,湖南省教育厅,高职(专科),N/A
湖南信息职业技术学院,10865,湖南,湖南省教育厅,高职(专科),3.5
长沙学院,11077,湖南,湖南省教育厅,本科,4.0
湖南工程学院,11342,湖南,湖南省教育厅,本科,4.0
湖南城市学院,11527,湖南,湖南省教育厅,本科,4.1
湖南工学院,11528,湖南,湖南省教育厅,本科,3.7
湖南财政经济学院,11532,湖南,湖南省教育厅,本科,4.0
湖南警察学院,11534,湖南,湖南省教育厅,本科,3.8
湖南工业大学,11535,湖南,湖南省教育厅,本科,4.2
湖南女子学院,11538,湖南,湖南省教育厅,本科,3.8
湖南第一师范学院,12034,湖南,湖南省教育厅,本科,4.1
长沙航空职业技术学院,12055,湖南,中央军委装备发展部,高职(专科),3.8
湖南医药学院,12214,湖南,湖南省教育厅,本科,4.0
湖南大众传媒职业技术学院,12300,湖南,湖南省教育厅,高职(专科),4.1
永州职业技术学院,12301,湖南,湖南省教育厅,高职(专科),3.5
湖南铁道职业技术学院,12302,湖南,湖南省教育厅,高职(专科),3.6
湖南涉外经济学院,12303,湖南,湖南省教育厅,本科,4.1
湖南科技职业学院,12304,湖南,湖南省教育厅,高职(专科),3.2
湖南生物机电职业技术学院,12343,湖南,湖南省教育厅,高职(专科),3.8
湖南交通职业技术学院,12397,湖南,湖南省教育厅,高职(专科),4.2
湖南商务职业技术学院,12401,湖南,湖南省教育厅,高职(专科),4.3
湖南体育职业学院,12423,湖南,湖南省教育厅,高职(专科),4.1
湖南工程职业技术学院,12425,湖南,湖南省教育厅,高职(专科),4.1
保险职业学院,12596,湖南,湖南省教育厅,高职(专科),3.7
湖南外贸职业学院,12597,湖南,湖南省教育厅,高职(专科),3.4
湖南网络工程职业学院,12598,湖南,湖南省教育厅,高职(专科),3.5
湘潭大学兴湘学院,12599,湖南,湖南省教育厅,本科,4.2
邵阳职业技术学院,12600,湖南,湖南省教育厅,高职(专科),3.6
湖南司法警官职业学院,12601,湖南,湖南省教育厅,高职(专科),3.6
长沙商贸旅游职业技术学院,12603,湖南,湖南省教育厅,高职(专科),4.0
湖南工业大学科技学院,12604,湖南,湖南省教育厅,本科,3.4
湖南科技大学潇湘学院,12649,湖南,湖南省教育厅,本科,4.3
南华大学船山学院,12650,湖南,湖南省教育厅,本科,3.7
湘潭理工学院,12651,湖南,湖南省教育厅,本科,4.0
长沙工业学院,12652,湖南,湖南省教育厅,本科,3.3
湖南农业大学东方科技学院,12653,湖南,湖南省教育厅,本科,4.1
中南林业科技大学涉外学院,12656,湖南,湖南省教育厅,本科,N/A
