院校名称,院校代码,所在地区,院校主管部门,院校层次,院校满意度
宿州学院,10379,安徽,安徽省教育厅,本科,4.0
巢湖学院,10380,安徽,安徽省教育厅,本科,4.0
淮南师范学院,10381,安徽,安徽省教育厅,本科,4.0
铜陵学院,10383,安徽,安徽省教育厅,本科,4.2
安徽职业技术学院,10869,安徽,安徽省教育厅,高职(专科),4.2
安徽建筑大学,10878,安徽,安徽省教育厅,本科,4.3
安徽科技学院,10879,安徽,安徽省教育厅,本科,4.4
安徽三联学院,10959,安徽,安徽省教育厅,本科,3.8
淮北职业技术学院,10963,安徽,安徽省教育厅,高职(专科),3.9
合肥大学,11059,安徽,安徽省教育厅,本科,4.1
芜湖职业技术学院,11061,安徽,安徽省教育厅,高职(专科),4.4
蚌埠学院,11305,安徽,安徽省教育厅,本科,4.0
池州学院,11306,安徽,安徽省教育厅,本科,4.0
淮南联合大学,11308,安徽,安徽省教育厅,高职(专科),4.2
安徽医学高等专科学校,11961,安徽,安徽省教育厅,高职(专科),4.3
安徽中医药高等专科学校,11968,安徽,安徽省教育厅,高职(专科),4.2
安徽商贸职业技术学院,12072,安徽,安徽省教育厅,高职(专科),4.3
安徽水利水电职业技术学院,12073,安徽,安徽省教育厅,高职(专科),4.2
阜阳职业技术学院,12074,安徽,安徽省教育厅,高职(专科),4.3
安徽新华学院,12216,安徽,安徽省教育厅,本科,4.0
铜陵职业技术学院,12217,安徽,安徽省教育厅,高职(专科),4.3
民办万博科技职业学院,12218,安徽,安徽省教育厅,高职(专科),3.6
安徽警官职业学院,12219,安徽,安徽省教育厅,高职(专科),3.8
淮南职业技术学院,12220,安徽,安徽省教育厅,高职(专科),4.0
安徽工业经济职业技术学院,12334,安徽,安徽省教育厅,高职(专科),3.9
合肥通用职业技术学院,12410,安徽,安徽省教育厅,高职(专科),3.7
安徽文达信息工程学院,12810,安徽,安徽省教育厅,本科,3.9
安徽工贸职业技术学院,12811,安徽,安徽省教育厅,高职(专科),3.8
宿州职业技术学院,12812,安徽,安徽省教育厅,高职(专科),3.9
六安职业技术学院,12813,安徽,安徽省教育厅,高职(专科),3.9
安徽电子信息职业技术学院,12814,安徽,安徽省教育厅,高职(专科),4.0
民办合肥经济技术职业学院,12815,安徽,安徽省教育厅,高职(专科),3.2
安徽交通职业技术学院,12816,安徽,安徽省教育厅,高职(专科),4.1
安徽体育运动职业技术学院,12817,安徽,安徽省教育厅,高职(专科),4.3
亳州学院,12926,安徽,安徽省教育厅,本科,4.2
合肥职业技术学院,13058,安徽,安徽省教育厅,高职(专科),4.3
滁州职业技术学院,13059,安徽,安徽省教育厅,高职(专科),4.1
池州职业技术学院,13060,安徽,安徽省教育厅,高职(专科),4.0
宣城职业技术学院,13061,安徽,安徽省教育厅,高职(专科),4.2
安徽广播影视职业技术学院,13062,安徽,安徽省教育厅,高职(专科),4.2
民办合肥滨湖职业技术学院,13064,安徽,安徽省教育厅,高职(专科),3.6
安徽外国语学院,13065,安徽,安徽省教育厅,本科,3.8
安徽电气工程职业技术学院,13336,安徽,安徽省教育厅,高职(专科),4.1
安徽冶金科技职业学院,13337,安徽,安徽省教育厅,高职(专科),4.0
安徽城市管理职业学院,13338,安徽,安徽省教育厅,高职(专科),3.8
安徽机电职业技术学院,13339,安徽,安徽省教育厅,高职(专科),4.3
安徽工商职业学院,13340,安徽,安徽省教育厅,高职(专科),4.1
安徽中澳科技职业学院,13341,安徽,安徽省教育厅,高职(专科),4.1
阜阳科技职业学院,13342,安徽,安徽省教育厅,高职(专科),3.6
亳州职业技术学院,13343,安徽,安徽省教育厅,高职(专科),4.3
安徽国防科技职业学院,13344,安徽,安徽省教育厅,高职(专科),4.4
安庆职业技术学院,13345,安徽,安徽省教育厅,高职(专科),3.9
安徽艺术职业学院,13346,安徽,安徽省教育厅,高职(专科),3.6
蚌埠工商学院,13611,安徽,安徽省教育厅,本科,3.7
合肥理工学院,13612,安徽,安徽省教育厅,本科,3.7
安徽信息工程学院,13613,安徽,安徽省教育厅,本科,4.0
马鞍山学院,13614,安徽,安徽省教育厅,本科,3.7
合肥城市学院,13615,安徽,安徽省教育厅,本科,3.8
合肥经济学院,13616,安徽,安徽省教育厅,本科,3.4
芜湖学院,13617,安徽,安徽省教育厅,本科,4.1
安徽医科大学临床医学院,13618,安徽,安徽省教育厅,本科,3.8
阜阳理工学院,13619,安徽,安徽省教育厅,本科,4.1
淮北理工学院,13620,安徽,安徽省教育厅,本科,3.9
马鞍山师范高等专科学校,13760,安徽,安徽省教育厅,高职(专科),3.9
安徽财贸职业学院,13845,安徽,安徽省教育厅,高职(专科),4.4
安徽国际商务职业学院,13846,安徽,安徽省教育厅,高职(专科),3.9
安徽公安职业学院,13847,安徽,安徽省教育厅,高职(专科),4.3
安徽林业职业技术学院,13848,安徽,安徽省教育厅,高职(专科),4.3
安徽审计职业学院,13849,安徽,安徽省教育厅,高职(专科),3.9
安徽新闻出版职业技术学院,13850,安徽,安徽省教育厅,高职(专科),4.3
安徽邮电职业技术学院,13851,安徽,安徽省教育厅,高职(专科),3.7
安徽工业职业技术学院,13852,安徽,安徽省教育厅,高职(专科),3.9
民办合肥财经职业学院,14058,安徽,安徽省教育厅,高职(专科),3.6
安庆医药高等专科学校,14096,安徽,安徽省教育厅,高职(专科),4.0
合肥师范学院,14098,安徽,安徽省教育厅,本科,4.0
安徽绿海商务职业学院,14133,安徽,安徽省教育厅,高职(专科),3.4
合肥共达职业技术学院,14135,安徽,安徽省教育厅,高职(专科),3.9
蚌埠经济技术职业学院,14137,安徽,安徽省教育厅,高职(专科),3.7
徽商职业学院,14191,安徽,安徽省教育厅,高职(专科),3.9
马鞍山职业技术学院,14192,安徽,安徽省教育厅,高职(专科),4.2
皖江工学院,14203,安徽,安徽省教育厅,本科,3.7
安徽现代信息工程职业学院,14210,安徽,安徽省教育厅,高职(专科),3.8
安徽矿业职业技术学院,14229,安徽,安徽省教育厅,高职(专科),3.5
合肥信息技术职业学院,14230,安徽,安徽省教育厅,高职(专科),2.9
桐城师范高等专科学校,14273,安徽,安徽省教育厅,高职(专科),4.0
黄山职业技术学院,14296,安徽,安徽省教育厅,高职(专科),4.0
安徽汽车职业技术学院,14298,安徽,安徽省教育厅,高职(专科),3.3
皖西卫生职业学院,14299,安徽,安徽省教育厅,高职(专科),4.0
合肥幼儿师范高等专科学校,14330,安徽,安徽省教育厅,高职(专科),4.4
安徽扬子职业技术学院,14342,安徽,安徽省教育厅,高职(专科),3.0
安徽黄梅戏艺术职业学院,14378,安徽,安徽省教育厅,高职(专科),N/A
安徽粮食工程职业学院,14418,安徽,安徽省教育厅,高职(专科),3.8
安徽卫生健康职业学院,14419,安徽,安徽省教育厅,高职(专科),4.3
合肥科技职业学院,14420,安徽,安徽省教育厅,高职(专科),3.4
皖北卫生职业学院,14502,安徽,安徽省教育厅,高职(专科),3.8
阜阳幼儿师范高等专科学校,14536,安徽,安徽省教育厅,高职(专科),4.0
安徽艺术学院,14682,安徽,安徽省教育厅,本科,N/A
黄山健康职业学院,14704,安徽,安徽省教育厅,高职(专科),N/A
宿州航空职业学院,14747,安徽,安徽省教育厅,高职(专科),N/A
芜湖医药健康职业学院,14842,安徽,安徽省教育厅,高职(专科),N/A
芜湖航空职业学院,14843,安徽,安徽省教育厅,高职(专科),N/A
蚌埠城市轨道交通职业学院,14844,安徽,安徽省教育厅,高职(专科),N/A
安徽公安学院,15999,安徽,安徽省教育厅,本科,N/A
合肥工业大学(宣城校区),19359,安徽,教育部,本科,N/A
陆军炮兵防空兵学院,91007,安徽,中央军委训练管理部,本科,N/A
厦门大学,10384,福建,教育部,本科,4.6
华侨大学,10385,福建,国务院侨务办公室,本科,4.4
福州大学,10386,福建,福建省教育厅,本科,4.3
福建理工大学,10388,福建,福建省教育厅,本科,4.1
福建农林大学,10389,福建,福建省教育厅,本科,4.3
集美大学,10390,福建,福建省教育厅,本科,4.3
福建医科大学,10392,福建,福建省教育厅,本科,4.0
福建中医药大学,10393,福建,福建省教育厅,本科,3.7
福建师范大学,10394,福建,福建省教育厅,本科,4.3
闽江学院,10395,福建,福建省教育厅,本科,4.2
武夷学院,10397,福建,福建省教育厅,本科,4.1
宁德师范学院,10398,福建,福建省教育厅,本科,3.7
泉州师范学院,10399,福建,福建省教育厅,本科,3.9
闽南师范大学,10402,福建,福建省教育厅,本科,4.2
福建船政交通职业学院,10866,福建,福建省教育厅,高职(专科),3.9
厦门理工学院,11062,福建,福建省教育厅,本科,4.1
三明学院,11311,福建,福建省教育厅,本科,4.2
龙岩学院,11312,福建,福建省教育厅,本科,4.2
福建商学院,11313,福建,福建省教育厅,本科,4.0
漳州职业技术学院,11314,福建,福建省教育厅,高职(专科),4.5
闽西职业技术学院,11315,福建,福建省教育厅,高职(专科),4.3
黎明职业大学,11317,福建,福建省教育厅,高职(专科),4.3
福建警察学院,11495,福建,福建省教育厅,本科,4.2
莆田学院,11498,福建,福建省教育厅,本科,4.2
福建华南女子职业学院,11499,福建,福建省教育厅,高职(专科),3.6
福州职业技术学院,11502,福建,福建省教育厅,高职(专科),4.1
仰恩大学,11784,福建,福建省教育厅,本科,4.5
福建林业职业技术学院,12625,福建,福建省教育厅,高职(专科),4.4
福建信息职业技术学院,12626,福建,福建省教育厅,高职(专科),3.6
福建水利电力职业技术学院,12627,福建,福建省教育厅,高职(专科),4.3
福建电力职业技术学院,12628,福建,福建省教育厅,高职(专科),3.8
厦门海洋职业技术学院,12629,福建,福建省教育厅,高职(专科),4.1
福建农业职业技术学院,12630,福建,福建省教育厅,高职(专科),3.5
厦门医学院,12631,福建,福建省教育厅,本科,4.4
福建卫生职业技术学院,12633,福建,福建省教育厅,高职(专科),4.0
泉州医学高等专科学校,12634,福建,福建省教育厅,高职(专科),4.1
福州英华职业学院,12708,福建,福建省教育厅,高职(专科),3.3
厦门华厦学院,12709,福建,福建省教育厅,本科,4.2
闽南理工学院,12710,福建,福建省教育厅,本科,3.7
泉州纺织服装职业学院,12711,福建,福建省教育厅,高职(专科),3.5
泉州华光职业学院,12927,福建,福建省教育厅,高职(专科),3.6
泉州职业技术大学,12928,福建,福建省教育厅,本科,3.5
闽南科技学院,12992,福建,福建省教育厅,本科,4.1
福州工商学院,12993,福建,福建省教育厅,本科,3.4
厦门工学院,13115,福建,福建省教育厅,本科,3.6
阳光学院,13468,福建,福建省教育厅,本科,3.5
厦门大学嘉庚学院,13469,福建,福建省教育厅,本科,4.6
福州大学至诚学院,13470,福建,福建省教育厅,本科,3.5
集美大学诚毅学院,13471,福建,福建省教育厅,本科,4.3
福建师范大学协和学院,13472,福建,福建省教育厅,本科,4.4
福州外语外贸学院,13762,福建,福建省教育厅,本科,4.6
福建江夏学院,13763,福建,福建省教育厅,本科,4.2
闽北职业技术学院,13764,福建,福建省教育厅,高职(专科),3.6
福州黎明职业技术学院,13765,福建,福建省教育厅,高职(专科),3.4
泉州信息工程学院,13766,福建,福建省教育厅,本科,4.0
厦门演艺职业学院,13767,福建,福建省教育厅,高职(专科),N/A
厦门华天涉外职业技术学院,13768,福建,福建省教育厅,高职(专科),3.7
福州科技职业技术学院,13769,福建,福建省教育厅,高职(专科),N/A
泉州经贸职业技术学院,13770,福建,福建省教育厅,高职(专科),3.8
湄洲湾职业技术学院,13772,福建,福建省教育厅,高职(专科),3.9
福州理工学院,13773,福建,福建省教育厅,本科,3.5
福建生物工程职业技术学院,13969,福建,福建省教育厅,高职(专科),3.4
福建艺术职业学院,13970,福建,福建省教育厅,高职(专科),4.0
福建幼儿师范高等专科学校,13972,福建,福建省教育厅,高职(专科),3.6
厦门城市职业学院,13973,福建,福建省教育厅,高职(专科),4.2
泉州工艺美术职业学院,13975,福建,福建省教育厅,高职(专科),3.5
三明医学科技职业学院,13976,福建,福建省教育厅,高职(专科),3.6
宁德职业技术学院,13977,福建,福建省教育厅,高职(专科),3.7
福州软件职业技术学院,13978,福建,福建省教育厅,高职(专科),3.7
厦门兴才职业技术学院,13979,福建,福建省教育厅,高职(专科),3.5
福建农林大学金山学院,14046,福建,福建省教育厅,本科,4.1
厦门软件职业技术学院,14059,福建,福建省教育厅,高职(专科),3.7
福建体育职业技术学院,14060,福建,福建省教育厅,高职(专科),4.0
漳州城市职业学院,14110,福建,福建省教育厅,高职(专科),4.1
厦门南洋职业学院,14111,福建,福建省教育厅,高职(专科),3.5
厦门东海职业技术学院,14112,福建,福建省教育厅,高职(专科),3.5
漳州科技职业学院,14113,福建,福建省教育厅,高职(专科),4.0
漳州理工职业学院,14115,福建,福建省教育厅,高职(专科),2.6
武夷山职业学院,14116,福建,福建省教育厅,高职(专科),3.4
漳州卫生职业学院,14117,福建,福建省教育厅,高职(专科),4.1
泉州海洋职业学院,14231,福建,福建省教育厅,高职(专科),3.2
泉州轻工职业学院,14232,福建,福建省教育厅,高职(专科),4.1
厦门安防科技职业学院,14257,福建,福建省教育厅,高职(专科),3.3
泉州幼儿师范高等专科学校,14331,福建,福建省教育厅,高职(专科),3.8
闽江师范高等专科学校,14490,福建,福建省教育厅,高职(专科),3.9
泉州工程职业技术学院,14503,福建,福建省教育厅,高职(专科),N/A
福建技术师范学院,14683,福建,福建省教育厅,本科,N/A
福州墨尔本理工职业学院,16411,福建,福建省教育厅,高职(专科),N/A
南昌大学,10403,江西,江西省教育厅,本科,4.2
华东交通大学,10404,江西,江西省教育厅,本科,4.3
东华理工大学,10405,江西,江西省教育厅,本科,4.1
南昌航空大学,10406,江西,江西省教育厅,本科,4.2
江西理工大学,10407,江西,江西省教育厅,本科,4.1
景德镇陶瓷大学,10408,江西,江西省教育厅,本科,4.3
江西农业大学,10410,江西,江西省教育厅,本科,4.2
江西中医药大学,10412,江西,江西省教育厅,本科,3.9
赣南医科大学,10413,江西,江西省教育厅,本科,3.7
江西师范大学,10414,江西,江西省教育厅,本科,4.3
上饶师范学院,10416,江西,江西省教育厅,本科,4.0
宜春学院,10417,江西,江西省教育厅,本科,4.1
赣南师范大学,10418,江西,江西省教育厅,本科,4.2
井冈山大学,10419,江西,江西省教育厅,本科,4.1
江西财经大学,10421,江西,江西省教育厅,本科,4.5
江西工业职业技术学院,10839,江西,江西省教育厅,高职(专科),3.3
江西科技学院,10846,江西,江西省教育厅,本科,4.0
江西医学高等专科学校,10888,江西,江西省教育厅,高职(专科),3.8
景德镇学院,10894,江西,江西省教育厅,本科,4.0
萍乡学院,10895,江西,江西省教育厅,本科,4.0
